int_编号	string_名称	string_字	int_阵营	int_头像	int_头像2	int_武力	int_统御	int_智力	int_旧武力	int_旧统御	int_旧智力	int_耐久	int_策略	int_兵种	int_等级	int_经验	int_道具1	int_道具2	int_道具3	int_道具4	int_道具5	int_道具6	int_道具7	int_道具8	int_道具9	int_道具10	int_道具11	int_道具12	int_道具13	int_道具14	int_道具15	int_rowInYJZ	string_列传
147	申儀		1	420	420	61	57	59	14	10	7	32	14	4	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	294	魏國武將，申耽之弟。[n][green][13520][normal]當曹操在漢中被劉備擊敗，在劉封、孟達、王平進軍上庸時向劉備投降。之後跟隨因為不輸送援軍給關羽而立場險惡的孟達再次為魏國效命，和徐晃聯手擊退劉封。因此功績成為魏國的金城太守。之後孟達倒戈蜀國時通報司馬懿，同申耽將孟達誘出城外。[n][green][13512][normal]和孟達趕走劉封，再次為魏國效命後，繼承申耽的原職成為魏興太守。之後因和孟達不和，屢次上奏孟達別有貳心。
148	戴陵		1	549	549	75	64	45	15	13	7	31	22	10	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	380	魏國武將。[n][green][13520][normal]229年，於諸葛亮進行第三回之北伐進軍祁山時，成為張郤之副將迎擊。遵從司馬懿之作戰，攻入蜀軍陣營反遭包圍，最終為張郤所救。翌年，於司馬懿之指揮下進攻蜀國領地，參與諸葛亮與司馬懿互比陣勢之戰局。與張虎、樂綝共同攻擊諸葛亮之八卦陣但難攻不下，受俘並遭脫衣裸身驅趕回陣。[n][green][13512][normal]勸諫曹丕好狩獵之興趣，曹丕甚感不悅而險遭處刑，幸得減刑一等而逃過一劫。
149	秦良		1	#N/A	#N/A	#N/A	#N/A	#N/A	14	14	6	29	0	16	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	#N/A	#N/A
150	孫權	仲謀	2	511	506	86	80	87	18	24	21	49	280	1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	360	孫堅次男。其母為正室的吳氏，孫策之弟。吳國大帝。[n][green][13520][normal]年輕時繼承孫策之位支配江東。208年討伐了殺父仇人黃祖，和劉備結盟在赤壁之戰中擊退曹操。之後在合淝與曹操軍交戰，但因爭奪荊州而與劉備對立卻逐漸表面化。之後聯合曹操殺死劉備的義弟關羽，並在夷陵之戰打敗為關羽復仇而來的劉備，支配了荊州。劉備死後，再次和蜀國同盟並且和魏國斷交。229年建立吳國。[n][green][13512][normal]年輕時被評為掌握人才的能力在孫策之上，但晚年卻引發繼承者的問題，致使陸遜等諸多能臣死去。
151	周瑜	公瑾	2	349	345	75	88	95	17	24	24	47	38	19	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	245	孫策的義兄弟，其妻為小喬。揚州的名士。[n][green][13520][normal]協助孫策的江東進軍戰。孫策臨死時，對孫權留下了如有國家大事務必找周瑜商討的遺言。孫策死後服侍孫權，並推舉了魯肅。曹操進攻江東時，主張和劉備軍結盟抗戰。任大都督率領孫權軍，在赤壁之戰大破曹操軍。之後，進軍曹操軍所在的江陵時，苦戰於曹仁並且負傷。最後江陵被諸葛亮奪走，便在苦悶之中去世。[n][green][13512][normal]與諸葛亮的謀略戰和氣量狹小是演義中的虛構情節。赤壁之戰的勝利和委讓荊州南部給劉備軍，皆由周瑜所主導。
152	魯肅	子敬	2	947	947	61	78	95	11	20	21	35	34	28	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	646	吳國重臣。魯淑父親。[n][green][13520][normal]孫策死後，在周瑜的推舉下仕官於孫權。自己也推薦了諸葛瑾，而受到了孫權信賴。208年，請來了諸葛亮讓孫權能下定決心和曹操決戰，並帶領赤壁之戰取得勝利。周瑜死後成為其繼任者，在臨江亭和關羽會談後，成功地索回江夏、長沙、桂陽等地。之後在前往陸口赴任中病死。[n][green][13512][normal]在周瑜向他請求支援軍糧時，他毫不藏私地將庫存米提供出去而倍受尊敬。並向孫權提示了二分天下之計。215年，在益陽和關羽對陣，並讓劉備承認湘水以東為吳國領地。
153	諸葛瑾	子瑜	2	393	393	55	46	91	7	14	21	33	34	29	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	280	吳國官吏。諸葛恪、喬之父，諸葛亮、均之兄。[n][green][13520][normal]在魯肅的推薦下服侍孫權。赤壁之戰前，在諸葛亮為了劉備和孫權的結盟一事來訪時再會，並遊說諸葛亮侍奉孫權。之後為了荊州的領土問題，作為孫權的使者和劉備與關羽交涉。在夷陵之戰後，曹丕進攻吳國之際，同陸遜擊退曹真和夏侯尚的軍隊。後來響應諸葛亮出征五丈原進攻襄陽，卻敗給曹叡。[n][green][13512][normal]無論於公於私都避免和諸葛亮見面。和孫權彼此有超越生死的信賴關係。
154	諸葛恪	元遜	2	391	391	46	72	90	9	12	21	36	32	30	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	278	吳國官僚。諸葛瑾長男，諸葛喬之兄，諸葛亮的外甥。[n][green][13520][normal]聰明伶俐受到孫權寵愛，為太子孫登的學友。在陸遜死後掌握實權，於孫權死後讓孫亮即位。之後雖遭魏國司馬師攻擊，但成功地擊退。雖趁勢進攻合淝新城，但因盛暑而敗退。企圖將敗戰的責任轉嫁他人以求自身安全，但卻被孫峻、藤胤等人所暗殺。諸葛瑾生前就曾經預測，諸葛恪因過於聰明而將對諸葛家帶來災難。[n][green][13512][normal]在孫權臨終之際，被孫峻稱為是無人能出其右的大才。關係親近的滕胤並未參加暗殺之事。
155	呂蒙	子明	2	937	933	84	80	91	22	24	20	47	286	1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	640	吳國武將。[n][green][13520][normal]孫策歿後效命於孫權。參加赤壁之戰、南郡攻略戰後，進言於濡須口建築出城。吳軍於合淝慘敗之時，此出城發揮了助益。219年，聽從陸遜之策，促使關羽失之大意並攻下荊州。雖討伐了關羽，但於不久後即為關羽之靈纏身，死亡。[n][green][13512][normal]自孫策時代起為吳國效命。受孫權建議鑽究學問後獲得了很高的學識，使得魯肅為之驚嘆「[wheat]已非昔日之吳下阿蒙[normal]」。215年，攻下長沙、零陵、桂陽，讓劉備承認湘水以東為吳國領地。於討伐關羽後不久病歿。
156	陸遜	伯言	2	844	840	80	85	95	19	24	23	44	38	19	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	588	吳國武將。本名陸議。「[wheat]吳之四姓[normal]」陸家出身。陸抗父親。代替年少之堂兄弟陸績率領其一家族。[n][green][13520][normal]於孫策歿後，受招攬至孫權陣營。219年，發出陳言謙卑書信使關羽失之大意，支援呂蒙攻略荊州。夷陵之戰時，火攻劉備大軍贏得勝利。於石亭之戰亦擊潰曹休，成為吳國之中流砥柱。[n][green][13512][normal]少小喪父，故投靠親族之陸康，陸康卻為孫策所殺。於孫權時代得以和解，娶孫策之女為妻。其後，討伐異民族表現傑出。244年，雖成為丞相，卻因捲入孫和與孫霸繼位者之爭，悲憤而死。
157	潘璋	文珪	2	743	743	75	72	39	19	17	10	46	16	10	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	511	吳國武將。[n][green][13520][normal]孫策歿後受孫權召集。於208年討伐黃祖之時擒獲蘇飛。爾後，參加赤壁之戰、南郡攻略戰、合淝攻防戰。219年，於呂蒙指揮下進攻荊州，並擒獲關羽父子。夷陵之戰做先鋒迎擊蜀軍。雖於初戰擊退黃忠，受關興報仇時所殺。[n][green][13512][normal]夷陵之戰後亦屢建戰功，擊退進攻南郡之夏侯尚而成為右將軍。雖其部下搶奪財物等之不法行為甚多，但皆以功贖罪。
158	徐盛	文嚮	2	417	417	72	59	70	17	20	20	50	28	10	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	291	吳國武將。[n][green][13520][normal]被繼承孫策之位的孫權登庸。參與赤壁之戰、南郡攻略戰、關羽討伐戰、夷陵之戰等戰役。其中以215年進攻合淝時，在魏國大軍的包圍下，依然奮戰突破重圍的表現最受注目。在孫權被進攻荊州的劉備的氣勢壓倒、臣服曹丕為吳王時嘆道「[wheat]都是因為我們沒有用，才讓主公受取別人的爵位[normal]」。之後，曹丕侵略南徐時，利用假城牆欺騙魏軍將其擊退。[n][green][13512][normal]雖曾和蔣欽、周泰各執己見，但最後和解並共同奮鬥。
159	甘寧	興霸	2	170	166	91	84	54	24	21	12	53	18	26	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	117	吳國勇將。原本是錦帆賊的頭目。腰間繫著鈴鐺。[n][green][13520][normal]後成為黃祖的部下。在和孫權軍交戰時斬殺凌操，但還是沒能受到重用。在同僚蘇飛的勸說之下，向孫權投降。成為孫權軍的將軍而逼黃祖至絕路。在蘇飛被俘時，出面替他請命。之後在赤壁、南郡、合淝等地都以吳軍先鋒在奮戰。在濡須口更是以百人成功地進行夜襲，被稱讚為能和魏國張遼匹敵的勇將。凌操之子凌統仇視他而一心想取其性命，但之後解救了受到樂進襲擊的凌統而和解。在夷陵之戰時，中了沙摩柯一箭而戰死。[n][green][13512][normal]並沒有他在夷陵戰死的記述。
160	凌統	公績	2	909	905	81	71	65	19	17	12	46	270	1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	630	吳國武將。凌操之子。[n][green][13520][normal]孫策在討伐嚴白虎時，和凌操一起迎接孫策到來。15歲時，其父凌操在和黃祖交戰時，被甘寧射殺。他拼盡全力才搶回其遺體。208年，在慶祝甘寧投降和討伐黃祖的慶功宴上，他想為父報仇去殺甘寧而被眾人阻止。逍遙津之戰他挺身保護孫權。在濡須口攻防戰時和張遼鬥至五五波，卻中了曹休一箭而落馬。這時樂進想要趁機追擊，受到甘寧營救而和解。[n][green][13512][normal]就算在出征中也會和賢者才人交流，是個十分重信義的人。
161	周泰	幼平	2	341	341	87	78	53	22	22	14	55	20	22	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	241	吳國武將。[n][green][13520][normal]揚子江江賊。周平兄長。和蔣欽一起仕官於進軍江東的孫策。陪同孫權守備宣城時受到山賊襲擊，全身上下都是槍傷但依然奮勇救出孫權。之後在赤壁、合淝、夷陵等戰事當中皆以主力身分參戰。特別是在215年的合淝攻防戰裡，救出了被魏軍包圍的孫權和徐盛，孫權賜給他青絹傘。[n][green][13512][normal]當上濡須督時，被編入指揮下的朱然、徐盛等人對此有所不滿。孫權這時就一個個指出周泰身上的傷痕，並陳述他的功績，才讓朱然等人接受。
162	蔣欽	公奕	2	379	379	67	62	64	17	13	8	49	16	22	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	266	吳國武將。[n][green][13520][normal]原為揚子江江賊。在孫策進軍江東時，和周泰一起成為孫策手下。孫策死後則改仕於孫權。在周瑜指揮下參加了赤壁之戰、南郡攻略戰。在孫權攻打合淝擔任殿軍。也參與了呂蒙主導的荊州攻略戰，並勸受到包圍的關羽投降。[n][green][13512][normal]孫策在接受袁術保護時，和周泰一起成為他的側近。之後孫權告訴他學問的必要性之後，便和呂蒙一起勤勉向學。在打倒關羽之後，就在歸途時病死。
163	呂範	子衡	2	920	920	30	25	72	4	4	16	25	22	4	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	638	吳國重臣。呂據之父。[n][green][13520][normal]原為袁術之下屬。爾後支持投靠袁術之孫策，並支援孫策進軍江東。赤壁之戰後，籌備劉備與孫尚香之婚禮，欲藉此討伐劉備。但遭賞識劉備之吳國太責難，將責任轉嫁賈華。於討伐關羽時占卜吉凶，預言將獲勝利。222年，於曹丕攻擊吳國時，擊破曹修之軍隊。[n][green][13512][normal]為避開戰亂而前往壽春，因受孫策賞識成為其臣子。222年，於洞口與曹休戰鬥後就任揚州牧。喜好豪華之服飾。
164	張昭	子布	2	592	592	32	29	92	3	6	22	17	36	19	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	408	吳國幕僚。和張紘一起被稱為「[wheat]二張[normal]」的策士。[n][green][13520][normal]在孫策進軍江東前，因為周瑜的推薦而和張紘一起受到聘用。孫策死期將至時，留下要輔佐其後繼者孫權內政面的遺言。赤壁之戰時，主張要投降曹操。與主張要和孫權同盟並聯手對抗曹操的諸葛亮進行了論戰，卻以失敗收場。之後依然以吳的元老身分在輔佐著孫權。[n][green][13512][normal]雖為徐州的名士，但為了躲避戰亂而逃亡至江東。因為其剛直的個性之故，曾拒絕陶謙求仕的邀請而被捕下獄，和孫權吵架而被他放火燒房子過。
165	陳武	子烈	2	647	647	69	58	55	17	13	13	45	0	24	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	449	吳國武將。陳脩、陳表父親。[n][green][13520][normal]面紅目赤而容貌怪異。在孫策進出江東時受到登庸，斬殺劉繇麾下大將張英。也參與了之後的赤壁之戰、南郡攻略戰等戰役。在劉備和孫尚香要回荊州之際，雖然和潘璋等人要把他們給帶回來，但被孫尚香一喝給趕回去了。215年，在濡須口和曹操軍一戰時，和龐德激烈交鋒。但因為上衣被勾到木頭而動彈不得時被斬。[n][green][13512][normal]指揮廬江精銳作戰，被稱為所向匹敵。合淝攻擊時戰死，愛妾也因為孫權的命令而殉死。
166	虞翻	仲翔	2	236	236	40	32	78	9	5	18	31	24	4	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	149	會稽太守王朗的郡吏。後仕於吳國。[n][green][13520][normal]在王朗迎接敗給孫策的嚴白虎時，曾進言最好不要跟孫策敵對，卻不被接受。在王朗敗給孫策之後，被孫策所召，並讓華歆投降。赤壁之戰前諸葛亮為了和孫權同盟來訪時，曾同張昭等人試圖以辯論阻止，卻反而論輸諸葛亮。後來在呂蒙發起荊州攻略戰時，說服防守公安的傅士仁投降，讓作戰導向成功。[n][green][13512][normal]因個性剛直說出忤逆孫權的話而被放逐到交州。之後就以研究古代經典渡過餘生。
167	步騭	子山	2	797	797	25	20	65	5	5	19	30	0	13	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	548	吳之幕僚。[n][green][13520][normal]於赤壁之戰前，與前來與孫權結盟之諸葛亮進行辯論戰，慘遭敗北。於孫權攻擊關羽防守之荊州之際，進言使曹仁與關羽交戰，再趁隙搶奪荊州之計策。此計成功，使荊州重返孫權之手。於夷陵之戰時，反對陸遜就任指揮官。[n][green][13512][normal]210年，擔任交州刺史，討伐蒼梧太守吳巨。使士燮降服，為吳進軍南方建立橋頭堡。孫權即位後就任驃騎將軍、西陵都督。於陸遜歿後，成為丞相。
168	薛綜	敬文	2	439	439	35	31	62	7	4	15	32	0	13	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	313	吳國官吏，薛珝、薛瑩之父。[n][green][13520][normal]為繼承孫策之位的孫權所招攬。赤壁之戰前，諸葛亮為了劉備和孫權的結盟一事前來吳國時，同張昭等人挑起論戰卻輸給了諸葛亮。[n][green][13512][normal]年輕時逃難到交州，向劉熙學習。在交州太守士燮受到孫權支配後，服侍孫權成為合浦和交趾太守，同交州刺史呂岱遠征至九真郡。孫權即位後，歷任尚書僕射、太子少傅（皇太子的輔導官）。著有匯整自己詩賦的「[wheat]私載[normal]」和「[wheat]五宗圖述[normal]」。
169	陸績	公紀	2	839	839	32	27	68	3	5	17	29	0	13	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	587	吳國官僚。「[wheat]吳之四姓[normal]」陸家出身。陸康之子。陸遜之堂兄弟。[n][green][13520][normal]六歲時與袁術見面，受盤問為何懷中有柑橘，其答道「[wheat]我想要送給母親[normal]」，使袁術為之感佩。孫策歿後，為孫權所採用。於赤壁之戰前，欲試圖以辯論戰挑戰因與孫權結盟而至吳國拜訪之諸葛亮但失敗。[n][green][13512][normal]博學多聞，知曉天文、曆法、算術，著有「[wheat]渾天圖[normal]」。因其自認為正確之事即毫無忌憚地發言惹惱孫權，故遭指派出任鬱林太守。
170	孫瑜	仲異	2	533	533	64	60	52	13	17	9	41	0	13	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	371	孫堅之弟孫靜次男。孫權的堂哥。孫皎的哥哥。[n][green][13520][normal]於周瑜以蜀國壓制為名，襲擊荊州卻慘敗於諸葛亮時，做為援軍趕往救援。[n][green][13512][normal]孫翊死後，成為丹陽太守人望高昇。206年與周瑜一同攻下山越族之麻與保之要塞。於曹操進軍濡須之時，勸諫孫權積極攻擊。因孫權不採納意見導致失敗後成為奮威將軍，對九江、廬江之勢力擴大頗具貢獻。孫瑜不同於一般將領，不僅專注軍務，且愛好古典文學，於遠征途中亦手不釋卷。禮遇學者馬普，使部下向學。
171	黃蓋	公覆	2	249	249	86	74	66	21	20	15	48	0	24	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	162	服侍孫堅、孫策、孫權三代。操使鐵鞭。[n][green][13520][normal]和程普、韓當很早就跟隨孫堅，與劉表一戰中抓住了黃祖。赤壁之戰前，諸葛亮為了和孫權結盟來訪吳國時，曾阻止試圖以辯論阻止進行的張昭等人。決定抗戰之後，和周瑜提議「[wheat]苦肉計[normal]」並自願遭受棒刑，使曹操對假投降信以為真。赤壁之戰開戰時假裝投降讓火船衝入，燒光了曹操的船隊。在追擊曹操時，中了張遼的箭而被韓當所救。[n][green][13512][normal]赤壁之戰後，成為武陵太守，在任中死亡。
172	孫皓	元宗	2	517	517	28	13	30	16	12	4	39	268	1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	362	孫和之子，孫權之孫。吳國第四任皇帝。幼名彭祖。[n][green][13520][normal]264年，第三任皇帝孫休死後，受萬彧、張布推舉即帝位。重用宦官岑昏，逐漸步向暴政。接連更改年號、大興土木等暴政導致人民、士兵怨恨，將勸諫的濮陽興、張布、萬彧、留平、樓玄等重臣相繼處死。企圖進攻晉國，並將反對的陸抗降職。279年，晉國發起吳國討伐軍，翌年，被攻至建業時投降。吳國滅亡，三國時代就此閉幕。[n][green][13512][normal]即位初期廣施仁政，被稱為名君。
173	朱然	義封	2	357	357	70	70	62	17	14	6	46	16	10	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	250	吳國武將。原名施然，為朱治的養子。[n][green][13520][normal]在呂蒙進攻荊州的關羽時從軍。劉備為關羽復仇而來襲荊州時，雖同孫桓迎擊，卻因蜀國吳班的計謀使副將崔禹被殺迫使暫且撤退。在陸遜接手指揮迎擊時，受命進行火攻，並追擊戰敗而逃的劉備。但卻被趙雲所阻擋並一擊刺死。[n][green][13512][normal]夷陵之戰後，擊退魏國夏侯尚等人守住江陵。同孫權為共勉學問的夥伴，在陸遜死後成為吳國的重鎮。官升左大司馬、右軍師。
174	朱桓	休穆	2	353	353	82	85	74	21	20	18	48	22	10	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	246	吳國武將，朱異之父。出生於「[wheat]吳之四姓[normal]」的朱家。[n][green][13520][normal]孫策死後，受到孫權的招攬。夷陵之戰後，曹丕進攻吳國時，在濡須迎擊曹仁。以空城計引誘曹仁軍，擊破諸葛虔、王雙，並且殺了常雕。在石亭之戰同全琮成為陸遜軍的都督，大勝曹休軍並殺死張普。[n][green][13512][normal]在鎮壓山越叛亂時表現活躍，接下周泰之後成為濡須督。孫權即帝位後成為前將軍、青州牧。自視甚高厭惡他人的指使。曾在作戰方法上和全琮對立，便以被打亂為由返回建業。
175	孫韶	公禮	2	528	528	78	82	73	15	16	6	37	18	4	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	366	吳國武將。孫河（俞河。自孫策處得孫姓）姪兒。[n][green][13520][normal]孫權自俞家領養之子。224年，於曹丕侵略吳國時，跟隨徐盛迎擊。因不服命令險遭徐盛處刑，藉孫權之調停免於一死。於徐盛之交戰中，單獨突擊魏軍致使曹丕之水軍瓦解，立下僅次於徐盛之功績。[n][green][13512][normal]17歲時接掌孫河之兵力鎮守京城。於孫權登上帝位後，成為鎮北將軍與魏國對峙，守衛國境數十載。善用斥候偵察敵情及動靜，近乎百戰皆捷，爾後成為幽州牧。
176	董襲	元代	2	694	694	80	71	52	14	15	6	39	14	4	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	479	吳國武將。身高八尺（190cm）。[n][green][13520][normal]於孫策進軍江東時，因殺嚴白虎而受孫策任用。於周泰為保護受山賊襲擊之孫權而負傷時，推薦華佗為其看病。208年，於孫權攻擊黃祖時成為甘寧副將從軍。於赤壁之戰中從漢中襲擊曹操之陣營。爾後於合淝戰線與魏軍對峙。215年，於濡須口與徐盛一同指揮水軍，但因暴風雨導致船團全毀，陣亡。[n][green][13512][normal]受孫策任用，討伐山賊黃龍羅、周勃。於208年之黃祖討伐戰中與凌統共同於前鋒率領敢死隊。
177	宋憲		2	453	453	59	50	45	15	9	6	34	270	1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	326	呂布的武將。[n][green][13520][normal]參加與曹操爭奪兗州之戰，在定陶敗北後進入徐州。同魏續購買軍馬的途中受到張飛的襲擊，之後跟隨盛怒的呂布將劉備軍趕出徐州。198年，被曹操和劉備包圍於下邳，當同僚的侯成受到呂布棒刑後，便同侯成、魏續共逮呂布降於曹操軍。之後，白馬之戰時和袁紹軍交戰中挑戰顏良，三招就被砍死。[n][green][13512][normal]和侯成、魏續等人合作逮捕陳宮。並未有之後成為曹操部下的記述。
178	全琮	子璜	2	444	444	70	79	73	20	18	14	41	20	26	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	318	吳國武將。其妻為孫魯班。全緒、全奇、全端、全懌之父。[n][green][13520][normal]228年，和陸遜、朱桓擊敗受周魴計誘到石亭的曹休。蜀國諸葛亮死後，為了牽制魏國，駐紮吳蜀國境上的巴丘。[n][green][13512][normal]在呂蒙討伐關羽的同時，上奏討伐關羽的策略，得到孫權的認可。229年被任命為衛將軍、徐州牧。同年，因迎娶孫權之女孫魯班為妻，讓整個家族達官榮顯。在孫和與孫霸爭奪繼承之位時支持孫霸。其子全奇遭孫和派顧譚的蔑視，就將顧譚流放到交州。
179	張達		5	598	598	56	43	34	10	3	5	27	8	28	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	414	蜀國武將。張飛麾下。[n][green][13520][normal]在決定為關羽復仇而討伐吳國時，張飛命其必須在三天之內準備好白衣裝。隔天與范彊一同向張飛乞求延長期限時，反被激怒的張飛吊在樹上鞭打五十下，更說若無法準備則將處刑。既然無論如何都會被斬，向范彊提議殺害張飛，遂在張飛爛醉熟睡時以短刀刺入腹部，持頭顱向吳國投降。之後在劉備攻打吳國時，被送返蜀軍而被張苞處刑。[n][green][13512][normal]並無記述殺害張飛的具體理由。
180	范彊		5	740	740	50	49	36	10	3	5	27	8	29	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	508	蜀國武將。張飛麾下。[n][green][13520][normal]在決定為關羽復仇而討伐吳國時，張飛命其必須在三天之內準備好白衣裝。隔天與張達一同向張飛乞求延長期限時，反被激怒的張飛吊在樹上鞭打五十下，更說若無法準備則將處刑。張達因此懷恨在心，遂在張飛熟睡時行凶，持頭顱向吳國投降。之後在劉備攻打吳國時，被送返蜀軍而被張苞處刑。[n][green][13512][normal]演義中名為「[wheat]疆[normal]」，但正史『三國志』中則為「[wheat]彊（「[wheat]強[normal]」的異體字）[normal]」。
181	顧雍	元歎	2	304	304	18	17	72	4	3	18	26	22	4	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	207	吳國之臣。顧邵、譚、承之父。出身於「[wheat]吳之四姓[normal]」的顧家。[n][green][13520][normal]在張紘的推舉下侍奉孫權，代理執行太守一職。赤壁之戰開戰前，同張昭反對與曹操交戰。夷陵之戰前，在孫權臣服曹丕得到吳王的地位時，以不該受取他人爵位的理由反對。229年，孫權登上帝位後就任丞相。[n][green][13512][normal]蔡邕的門生。225年丞相孫邵死後，周圍的人皆推舉張昭為後任，不過孫權卻任用顧雍。沉默寡言，尤其是反對政策時完全不發言。只要一看到顧雍默不作聲，孫權就會重新考慮政策。
182	嚴畯	曼才	2	242	242	1	16	70	4	6	17	22	24	30	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	155	吳國官僚。[n][green][13520][normal]孫策死後，被繼承的孫權所招攬。赤壁之戰前，面對來吳締結孫權軍與劉備軍同盟的諸葛亮，同張昭等人試圖以辯論來阻止，卻反而論輸。[n][green][13512][normal]年少致力研修學問，經通「[wheat]詩經[normal]」「[wheat]書經[normal]」「[wheat]三禮[normal]」。受張昭推薦服侍孫權。不善於軍事，所以堅決推辭魯肅的後任。在孫權即位後，為派往蜀國的使者，獲得諸葛亮很高的評價。78歲死去。著作有「[wheat]孝經傳[normal]」「[wheat]潮水論[normal]」。
183	孟獲		3	803	803	90	81	45	23	18	6	59	16	32	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	552	南中之土豪（演義中為南蠻王）。祝融之夫婿。孟優之兄。[n][green][13520][normal]劉備歿後，擔任司馬懿向曹丕獻策之五路攻蜀作戰中之一角，進而攻打蜀國。225年、與雍闓聯手興兵攻蜀，與諸葛亮所率領之南蠻征伐軍交戰。但敗於諸葛亮之臨機計略。雖受逮六回皆不臣服受釋放，但於第七回受捕後終告心服（七擒七縱）。受委任進行自治，爾後立誓不叛蜀國。[n][green][13512][normal]於223年劉備歿後，於蜀之南方相繼發生反叛，孟獲為其中一角。於孟獲臣服後，南蠻依然反叛不斷，李恢、馬忠等人為平定而疲於奔走。
184	金環三結		3	233	233	76	64	19	18	9	3	50	8	31	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	146	孟獲的部下。第一洞元帥。[n][green][13520][normal]對抗諸葛亮的南蠻討伐軍，和第二洞的董荼那、第三洞的阿會喃共同迎擊，因遭受趙雲的夜襲而死。[n][green][13512][normal]無記述。
185	董荼那		3	709	709	74	67	33	19	12	4	49	10	31	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	487	孟獲之部下。第二洞元帥。[n][green][13520][normal]於諸葛亮南蠻征伐中，遭張嶷襲擊被捕。雖與阿會喃一同為諸葛亮所釋放而感心服，但奉同樣受釋放卻不服之孟獲命令再度出征。遭馬岱斥責寡廉鮮恥後撤退，受孟獲棒打之刑，故與阿會喃聯手將孟獲交於蜀軍。孟獲再度受釋放後，誤以為此回孟獲已心服口服，而遭孟獲之突擊，與阿會喃同遭孟獲所殺。[n][green][13512][normal]無記述。
